state,configuration,n,macro_f1,precision_attack,recall_attack,f1_attack,fpr,tn,fp,fn,tp,average_precision
0,A0_B3_Fixed,93290,0.5149838161806205,0.1695501730103806,0.0383486597534729,0.06254986436891655,0.010886945871465995,87219,960,4915,196,0.12783741523176884
0,A1_M1_Fixed,93290,0.5920678524932216,0.46421536441234407,0.13832909411074154,0.21314440759722642,0.009253903990746095,87363,816,4404,707,0.17877418215766017
0,A4_M1_StateAware,93290,0.5850796918164992,0.3366651522035438,0.1449814126394052,0.20268052516411378,0.016557230179521203,86719,1460,4370,741,0.17877418215766017
0,A5_B3_M1_Hybrid,93290,0.5889944602790365,0.4216507177033493,0.13793778125611425,0.20787262273330384,0.010966329851778768,87212,967,4406,705,0.19748163845374875
1,A0_B3_Fixed,31474,0.5427866184775484,0.723404255319149,0.060714285714285714,0.11202635914332784,0.0013089883869235417,29755,39,1578,102,0.20542103044157808
1,A1_M1_Fixed,31474,0.5651549023023457,0.18614130434782608,0.1630952380952381,0.17385786802030456,0.04020943814190776,28596,1198,1406,274,0.1201106456665187
1,A4_M1_StateAware,31474,0.5571773993678079,0.2108626198083067,0.11785714285714285,0.15120274914089346,0.02487077935154729,29053,741,1482,198,0.1201106456665187
1,A5_B3_M1_Hybrid,31474,0.565817787361322,0.2762973352033661,0.11726190476190476,0.16464688675302966,0.017318923273142245,29278,516,1483,197,0.34948086265733636
