start_row,end_row,wasserstein,ks_statistic,wasserstein_limit,ks_limit,drift_flag,threshold_used,baseline_adaptive_threshold,drift_threshold
12000,13999,0.022318156667212468,0.540928077906534,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
12500,14499,0.019991009238675046,0.5164194820738807,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
13000,14999,0.015813837756574033,0.4262371198520211,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
13500,15499,0.014169283371443249,0.33932264294652087,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
14000,15999,0.014264851170231655,0.31463758772645667,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
14500,16499,0.012633460888252493,0.31363758772645667,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
15000,16999,0.015096986932736792,0.32728113269136605,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
15500,17499,0.0195785263941679,0.44123176105761386,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
16000,17999,0.020738713937437918,0.5583583047712312,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
16500,18499,0.016249098802551366,0.4191943855067733,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
17000,18999,0.013871433653071818,0.3977332843697296,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
17500,19499,0.013860705289439428,0.31205712420434145,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
18000,19999,0.014747286590191555,0.30798732386703664,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
18500,20499,0.012981118014719798,0.26146920733365975,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
19000,20999,0.011938958169568099,0.2705027474022088,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
19500,21499,0.01441129640393947,0.36141714270170283,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
20000,21999,0.018445785447441493,0.4936228714433382,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
20500,22499,0.024115295546812018,0.5695710244273978,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
21000,22999,0.02511871346727789,0.5760710244273979,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
21500,23499,0.024479065710265258,0.532428513138567,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
22000,23999,0.02286589957621708,0.532428513138567,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
22500,24499,0.020850773822156065,0.497928513138567,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
23000,24999,0.01643630828952214,0.40914645557913065,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
23500,25499,0.017102311136884294,0.44878368967956045,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
24000,25999,0.01842117042594035,0.44878368967956045,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
24500,26499,0.021615346094363733,0.4781657417985964,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
25000,26999,0.027998110171900095,0.5735865567705783,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
25500,27499,0.029246487762782165,0.6171600837821664,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
26000,27999,0.024641204143512313,0.5388625210815515,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
26500,28499,0.018797678719381355,0.5388625210815515,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
27000,28999,0.017689514600591313,0.5453625210815516,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
27500,29499,0.017473075203083173,0.5648625210815515,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
28000,29999,0.018205716321196955,0.5695969479353681,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
28500,30499,0.018617652686496903,0.570096947935368,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
29000,30999,0.019613139275439253,0.5822678853163593,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
29500,31499,0.02501335358682498,0.6529723899679016,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
30000,31999,0.0265429423697112,0.6549594146129155,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
30500,32499,0.026355365635837506,0.6076651161525488,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
31000,32999,0.026419750375190006,0.5891651161525489,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
31500,33499,0.026295062952428203,0.5864889559871607,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
32000,33999,0.026901204308279313,0.5422692726184648,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
32500,34499,0.024770052524087743,0.4854126815733638,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
33000,34999,0.01653364323909715,0.38307540394973066,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
33500,35499,0.010992348475540455,0.3630754039497307,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
34000,35999,0.014219624733265566,0.3630754039497307,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
34500,36499,0.015688555387110125,0.37007540394973065,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
35000,36999,0.016829308555536077,0.3759847124748381,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
35500,37499,0.02210179067371477,0.40605851150644684,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
36000,37999,0.02519509742955029,0.4167696262444916,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
36500,38499,0.026646180270507743,0.5052274631412872,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
37000,38999,0.013238718306313794,0.2902274631412873,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
37500,39499,0.01177761864020074,0.2749263641804037,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
38000,39999,0.012618649093827991,0.27692636418040373,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
38500,40499,0.012997951615079184,0.33125281540721396,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
39000,40999,0.01261889702751215,0.3706166693868669,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
39500,41499,0.016594546614079702,0.3736166693868669,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
40000,41999,0.020210968424530733,0.3679019911865513,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
40500,42499,0.023273340365435033,0.48798533812088574,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
41000,42999,0.018110768957078038,0.44164253849083296,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
41500,43499,0.012933174592983926,0.37025150971111476,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
42000,43999,0.011678499988950593,0.2855002720200207,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
42500,44499,0.013142468305098636,0.32058315652032,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
43000,44999,0.012284454677781532,0.2875002720200207,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
43500,45499,0.01151817212864516,0.31202997660627824,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
44000,45999,0.0166177098741703,0.4240608780806267,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
44500,46499,0.022996187677942488,0.4977847777596431,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
45000,46999,0.026206381134492616,0.6116159893368152,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
45500,47499,0.020701842667765917,0.4534374625972472,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
46000,47999,0.018844931377820465,0.4337655459441815,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
46500,48499,0.015198503429851077,0.4322655459441815,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
47000,48999,0.011951390080525436,0.26148868396714,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
47500,49499,0.012795439778207764,0.28998868396713995,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
48000,49999,0.013439506006778347,0.29034486698220996,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
48500,50499,0.012169959500941227,0.28348868396713994,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
49000,50999,0.013445597577425653,0.3704781567923399,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
49500,51499,0.02030978755118003,0.46556591045100926,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
50000,51999,0.025203620124829743,0.5114396387574125,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
50500,52499,0.02402212373426869,0.5812896469180132,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
51000,52999,0.023322517764227807,0.6032896469180132,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
51500,53499,0.017696509949074055,0.492269381426473,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
52000,53999,0.013817271330443583,0.35641319841140306,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
52500,54499,0.012983001888639274,0.3525313095043795,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
53000,54999,0.014374228495521358,0.34935000816060063,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
53500,55499,0.012719337886197824,0.3323500081606006,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
54000,55999,0.013390318775412675,0.38926315216799956,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
54500,56499,0.01913434521986395,0.4379520972743594,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
55000,56999,0.02640336755546785,0.5740462434035145,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
55500,57499,0.030497614025068683,0.6957570589195364,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
56000,57999,0.026402044765230157,0.6873374680376475,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
56500,58499,0.02287768750006184,0.5404920570153964,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
57000,58999,0.018552954590483044,0.5364920570153964,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
57500,59499,0.014004422637160676,0.3310312551003754,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
58000,59999,0.014154951351327424,0.3400441488493553,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
58500,60499,0.014300425625125665,0.3230312551003754,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
59000,60999,0.013167711331923062,0.2896763505794026,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
59500,61499,0.01740621518306304,0.4664493770741526,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
60000,61999,0.024296870228015292,0.5125488819977151,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
60500,62499,0.029639331658255216,0.6361391382405746,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
61000,62999,0.029364320156384488,0.7423943746259725,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
61500,63499,0.026966973678832124,0.6838943746259725,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
62000,63999,0.021421210830556904,0.5927302649475001,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
62500,64499,0.016549509155331914,0.46173026494750014,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
63000,64999,0.014019579854923954,0.38426813013437794,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
63500,65499,0.014833787303930823,0.38026813013437794,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
64000,65999,0.013814448844243767,0.3537681301343779,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
64500,66499,0.015753410196692616,0.44867616016538814,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
65000,66999,0.023375757806862737,0.49477830368315107,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
65500,67499,0.027190988904419237,0.5921147924487242,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
66000,67999,0.028223771512290535,0.6337958761764866,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
66500,68499,0.02364708463624743,0.6177858930417279,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
67000,68999,0.016654597964628627,0.43862678853163595,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
67500,69499,0.014058513975872433,0.36312678853163594,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
68000,69999,0.012072212511041307,0.21272920406941953,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
68500,70499,0.010539686974193174,0.1834968445677602,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
69000,70999,0.01457864146189649,0.27331848104020456,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
69500,71499,0.0220291183119977,0.43959088188890705,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
70000,71999,0.02637414878144139,0.5951717806430553,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
70500,72499,0.024947962542154995,0.5411967248789511,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
71000,72999,0.020005941157429576,0.5091967248789511,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
71500,73499,0.015566789097123473,0.458082802894293,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
72000,73999,0.0134720867015098,0.31728363527555625,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
72500,74499,0.012066462842533163,0.20788985909362934,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
73000,74999,0.010912587343044506,0.2310556552962298,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
73500,75499,0.016893795955376694,0.2994425765736358,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
74000,75999,0.024636393736050782,0.49849309069147496,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
74500,76499,0.028128874390301185,0.6440344105326152,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
75000,76999,0.02344333378179604,0.5514933083074914,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
75500,77499,0.017543101524066993,0.4584933083074914,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
76000,77999,0.014795481089101753,0.43115918611609816,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
76500,78499,0.013528179449826734,0.29915918611609815,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
77000,78999,0.012901641522219804,0.2794843044448071,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
77500,79499,0.015245056759348613,0.3599843044448071,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
78000,79999,0.021931971473068673,0.43666141668026764,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
78500,80499,0.028043829613090824,0.6506795060116424,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
79000,80999,0.028909408976660708,0.6476366084543823,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
79500,81499,0.022530104250491883,0.5372651379141504,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
80000,81999,0.017086089924372726,0.4639959741036941,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
80500,82499,0.012729155129615593,0.3130931396550787,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
81000,82999,0.011393038888782481,0.18509313965507868,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
81500,83499,0.01022850481675456,0.18358753604265274,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
82000,83999,0.013511190879423146,0.2260063108644796,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
82500,84499,0.022935876868882828,0.44510567977803167,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
83000,84999,0.027864124835589744,0.6406056797780317,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
83500,85499,0.027167731879757566,0.6189344703770198,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
84000,85999,0.02240578315888034,0.5305710516294,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
84500,86499,0.013981769342499551,0.3376048093139655,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
85000,86999,0.011257737569550412,0.20767749306348943,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
85500,87499,0.010130138924554114,0.18028428812360586,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
86000,87999,0.008713219158977546,0.158862276263533,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
86500,88499,0.015663374663697948,0.25810897122028176,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
87000,88999,0.02339278154949336,0.4241715086230347,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
87500,89499,0.028045266586703147,0.6429344703770198,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
88000,89999,0.025554802410510287,0.6208428540340569,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
88500,90499,0.021151862053294845,0.5982729176867417,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
89000,90999,0.01628068902512729,0.4595788041999891,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
89500,91499,0.014664350000628242,0.3650503237038246,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
90000,91999,0.01267853155042397,0.24015010064740766,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
90500,92499,0.01178288378704663,0.22566693868668736,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
91000,92999,0.018446953688308662,0.34848528371688153,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
91500,93499,0.023878326403583287,0.51612118491921,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
92000,93999,0.026649918049543267,0.6213698112181056,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
92500,94499,0.021815232101796273,0.540365078069746,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
93000,94999,0.017030713193025914,0.4628353734834884,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
93500,95499,0.012098098657694597,0.2857434579185028,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
94000,95999,0.011430048829523679,0.1966088352102715,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
94500,96499,0.008376158718017921,0.14977939176323377,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
95000,96999,0.010901337169587128,0.16831771938414675,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
95500,97499,0.020025266673831636,0.38114933899134984,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
96000,97999,0.022845538675029513,0.5245655024209782,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
96500,98499,0.022071284920567983,0.4875655024209782,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
97000,98999,0.017158072820161983,0.4304728796039389,0.056905462126536806,0.7892253990533704,0,0.7353527531771641,0.7353527531771641,0.7413106831813429
