quantile,threshold,calibration_normal_fpr,development_normal_fpr,nominal_tail_rate,selected_for_A2
0.995,0.7353527531771641,0.004807921169134098,0.005268168835290384,0.0050000000000000044,True
0.999,0.7413106831813429,0.000761650878278669,0.0013329101872421453,0.0010000000000000009,False
0.9995,0.7426771892287379,0.0005236349788165849,0.0005077753094255791,0.0004999999999999449,False
0.9999,0.7442641939694585,0.00019041271956966724,0.0,9.999999999998899e-05,False
